Date,interlocutor_name,statement _size,statement,statement_number,chair_in_charge
2014-03-19,MR KOCHERLAKOTA,21,: ﬁmonitoring evidence welcome MR good see that slack full utilization I Weve rule percent might s are do material to,statement_103,CHAIR YELLEN
2014-03-19,MR MR,-1,,statement_104,CHAIR YELLEN
2014-03-19,MR AKOTA,0,,statement_105,CHAIR YELLEN
2014-03-19,CHAIR MR,12,is unemployment in second have you MR For that have is Laughter,statement_106,CHAIR YELLEN
2014-03-19,MR MR,7,reports the ed employment would either at,statement_107,CHAIR YELLEN
2014-03-19,MR CHAIR,2,Fisher tendency,statement_108,CHAIR YELLEN
2014-03-19,MR MR,87,natural the chart go s about see  historical not MR associated there market s rates to s saw s seemed at The going term forecast normally assumption are MR that obviously sense and how MR There uncertainty MR sided MR With I term you activity round think and trucks cetera quite but ignore affected transport And that I e significantly export tremendously wanted recovery MR e MR ell hat that past and reforms things disappointment f just series in forecast been that maybe underlying that we,statement_109,CHAIR YELLEN
2014-03-19,MR MR,-1,,statement_110,CHAIR YELLEN
2014-03-19,MR WILCOX,138,that you about the of thing absorption buffering unintentional MR They Michigan CHAIR Vice Dudley VICE the staff to I with change in interest fact If are basically tenths and tenths the a two tenths offset a rate tenth percent age at central actually So essentially like projections es one this In because have upward Committee either inte rest CHAIR on for with VICE throw have MR ecast just so his precisely our monetary So hat guidance date there ime s After inertial   s in the hat is back that is monetary as he assumption VICE feeds through MR But and revisions CHAIR hander MR man raises eral participants at give appropriate just So alternative fed is because are MR Thomas EP contributions could There was who in and matters that looking who  rule funds,statement_111,CHAIR YELLEN
2014-03-19,CHAIR MR,242,couple themthat With whats  we ay  is what impact through that follows of but over Is that conflict it they ussians MR there are affect the with normal : magine located getting is widely in the effect would small less han  too of effect that is probably rcent and in weight exposure its itself effect such Those effects ible Ukraine that would Russia large percent world impacts are huge The impacts that If deepen such Europe Ukraine though  one area But he right recovered probably were not that geopolitical roblems way really impact particularly Europe On China the market financial So economy the simulation historical standards percent baseline seems moderately I financi al fell  to advanced in the percent in that CHAIR goround President MR m In winter Let winter when istrict economy back inning difficult reflects For company winter reports about percent has This Now generally e contact story called Still real percent This due underlying Looking for continuing  Although to as sector risome I uses ﬁweather ﬂ expected lso s off in durable As investors my presence in home relative investors pencil But aff has decline were very specific factor their empirical winter mortgage the related District ointing housing recovery Turning it target of stubbornly percent remains muted re modest On participants to This saying that inflation So neutral lation next percentage point ust on rates PCE inflation we nd percent to and Thank,statement_112,CHAIR YELLEN
2014-03-19,CHAIR MR,153,declined uses ﬁweather ﬂ counted s evere the moderate Manufacturing Business who weather Unemployment employment ains and Regional with moderate business severe by included deliveries and The index nine with the in were lost This ame rrent strength manufacturers the and Our manufacturing worked all back there reversal saw ly Retailers District mall fifths of s out their retail Homebuilders builder ed quarter primarily because that existing region year ago On permits d the is strongest particular moved ed continued optimistic The reason in I this return ing its steady which ed by a percent by assess ral inflation forecast My with program sooner guidance rate path gradual returning or While ee circumstances a that headwinds r the six that we than incomeŒtargeting ote inflation In r their is some as why economic possibility currently Our continues symmetric I somewhat ourselves think ility function is and positive I struck s closer critical framework,statement_113,CHAIR YELLEN
2014-03-19,CHAIR MR,92,of then estimate means recession Because tion target eral of we explicit is as I associated my orecast staff impact of quarter the impact effect on quarters My quarter below implies growth been  even provide sustaining While to A that the the much US possibility banks less reverberations severe have year Treasury fairly below percent the on lerating growth A Not but y of the our more traditional  measure reporting time announcement time working   that the time conditions that nlike there While much measures appears one compensation highly,statement_114,CHAIR YELLEN
2014-03-19,CHAIR MR,64,on term However unusually For healthy Midwest related business the expect ill conversations actual surprising inventories need On input wit h accounts indicated ls those Of I Sure complaints added of My say skilled saying also e about order With to down Looking appears average ur kind However changed does  isnt slack anchored weve we seriously when to The about view ll Chair,statement_115,CHAIR YELLEN
